# field_out
#x y z t Bx By Bz Ex Ey Ez
0 0 54550 0 0 0 2.96344 0 0 0 
0 0 54600 0 0 0 2.42468 0 0 0 
0 0 54650 0 0 0 1.89563 0 0 0 
0 0 54700 0 0 0 1.44166 0 0 15 
0 0 54750 0 0 0 1.1294 0 0 15 
0 0 54800 0 0 0 0.958277 0 0 15 
0 0 54850 0 0 0 0.909381 0 0 15 
0 0 54900 0 0 0 0.971966 0 0 15 
0 0 54950 0 0 0 1.13117 0 0 0 
0 0 55000 0 0 0 1.33146 0 0 0 
0 0 55050 0 0 0 1.47166 0 0 0 
0 0 55100 0 0 0 1.4741 0 0 0 
0 0 55150 0 0 0 1.32823 0 0 0 
0 0 55200 0 0 0 1.08783 0 0 0 
0 0 55250 0 0 0 0.850081 0 0 15 
0 0 55300 0 0 0 0.683957 0 0 15 
0 0 55350 0 0 0 0.601983 0 0 15 
0 0 55400 0 0 0 0.598328 0 0 15 
0 0 55450 0 0 0 0.670484 0 0 15 
0 0 55500 0 0 0 0.810574 0 0 0 
0 0 55550 0 0 0 0.97689 0 0 0 
0 0 55600 0 0 0 1.09085 0 0 0 
0 0 55650 0 0 0 1.09157 0 0 0 
0 0 55700 0 0 0 0.97045 0 0 0 
0 0 55750 0 0 0 0.768886 0 0 0 
0 0 55800 0 0 0 0.561543 0 0 15 
0 0 55850 0 0 0 0.399496 0 0 15 
0 0 55900 0 0 0 0.286898 0 0 15 
0 0 55950 0 0 0 0.211138 0 0 15 
0 0 56000 0 0 0 0.160311 0 0 15 
0 0 56050 0 0 0 0.126055 0 0 0 
0 0 56100 0 0 0 0.10247 0 0 0 
0 0 56150 0 0 0 0.0851027 0 0 0 
0 0 56200 0 0 0 0.0709541 0 0 0 
0 0 56250 0 0 0 0.058484 0 0 0 
0 0 56300 0 0 0 0.0472995 0 0 0 
0 0 56350 0 0 0 0.0377691 0 0 15 
0 0 56400 0 0 0 0.0302334 0 0 15 
0 0 56450 0 0 0 0.0244197 0 0 15 
0 0 56500 0 0 0 0.0201494 0 0 15 
0 0 56550 0 0 0 0.0172685 0 0 15 
0 0 56600 0 0 0 0.0154216 0 0 0 
0 0 56650 0 0 0 0.013349 0 0 0 
0 0 56700 0 0 0 0.00878298 0 0 0 
0 0 56750 0 0 0 -0.000323315 0 0 0 
0 0 56800 0 0 0 -0.0150787 0 0 0 
0 0 56850 0 0 0 -0.035883 0 0 0 
0 0 56900 0 0 0 -0.0631093 0 0 0 
0 0 56950 0 0 0 -0.0988983 0 0 0 
0 0 57000 0 0 0 -0.148374 0 0 0 
0 0 57050 0 0 0 -0.219528 0 0 0 
0 0 57100 0 0 0 -0.321819 0 0 0 
0 0 57150 0 0 0 -0.457511 0 0 0 
0 0 57200 0 0 0 -0.60199 0 0 0 
0 0 57250 0 0 0 -0.702597 0 0 0 
0 0 57300 0 0 0 -0.718101 0 0 0 
0 0 57350 0 0 0 -0.643878 0 0 0 
0 0 57400 0 0 0 -0.510546 0 0 0 
0 0 57450 0 0 0 -0.372257 0 0 0 
0 0 57500 0 0 0 -0.266296 0 0 0 
0 0 57550 0 0 0 -0.196844 0 0 0 
0 0 57600 0 0 0 -0.156251 0 0 0 
0 0 57650 0 0 0 -0.137569 0 0 0 
0 0 57700 0 0 0 -0.135026 0 0 0 
0 0 57750 0 0 0 -0.139833 0 0 0 
0 0 57800 0 0 0 -0.139198 0 0 0 
0 0 57850 0 0 0 -0.123006 0 0 0 
0 0 57900 0 0 0 -0.0879801 0 0 0 
0 0 57950 0 0 0 -0.0369288 0 0 0 
0 0 58000 0 0 0 0.0240179 0 0 0 
0 0 58050 0 0 0 0.0937762 0 0 0 
0 0 58100 0 0 0 0.180215 0 0 0 
0 0 58150 0 0 0 0.297604 0 0 0 
0 0 58200 0 0 0 0.462366 0 0 0 
0 0 58250 0 0 0 0.678501 0 0 0 
0 0 58300 0 0 0 0.905025 0 0 0 
0 0 58350 0 0 0 1.05401 0 0 0 
0 0 58400 0 0 0 1.05577 0 0 0 
0 0 58450 0 0 0 0.900233 0 0 0 
0 0 58500 0 0 0 0.634208 0 0 0 
0 0 58550 0 0 0 0.341242 0 0 0 
0 0 58600 0 0 0 0.0735234 0 0 0 
0 0 58650 0 0 0 -0.176894 0 0 0 
0 0 58700 0 0 0 -0.444513 0 0 0 
0 0 58750 0 0 0 -0.766957 0 0 0 
0 0 58800 0 0 0 -1.15988 0 0 0 
0 0 58850 0 0 0 -1.56828 0 0 0 
0 0 58900 0 0 0 -1.86482 0 0 0 
0 0 58950 0 0 0 -1.95028 0 0 0 
0 0 59000 0 0 0 -1.81801 0 0 0 
0 0 59050 0 0 0 -1.55143 0 0 0 
0 0 59100 0 0 0 -1.29572 0 0 0 
0 0 59150 0 0 0 -1.15788 0 0 0 
0 0 59200 0 0 0 -1.16827 0 0 0 
0 0 59250 0 0 0 -1.33726 0 0 0 
0 0 59300 0 0 0 -1.68464 0 0 0 
0 0 59350 0 0 0 -2.21835 0 0 0 
0 0 59400 0 0 0 -2.86724 0 0 0 
0 0 59450 0 0 0 -3.49375 0 0 0 
0 0 59500 0 0 0 -4.08343 0 0 0 
0 0 59550 0 0 0 -4.96026 0 0 0 
0 0 59600 0 0 0 -7.30289 0 0 0 
0 0 59650 0 0 0 -14.6573 0 0 0 
0 0 59700 0 0 0 -30.6151 0 0 0 
0 0 59750 0 0 0 -38.7982 0 0 0 
0 0 59800 0 0 0 -39.8467 0 0 0 
0 0 59850 0 0 0 -39.9224 0 0 0 
0 0 59900 0 0 0 -39.8551 0 0 0 
0 0 59950 0 0 0 -39.681 0 0 0 
0 0 60000 0 0 0 -38.9785 0 0 0 
